Player,SCA,gcaPassLive,gcaTO,gcaSh,gcaFld,gcaDef
Jorginho,21,19,0,0,0,2
Jorginho,29,29,0,0,0,0
Josan,25,18,1,0,2,1
Willian José,12,9,0,3,0,0
Joselu,66,41,4,7,14,0
Mateo Joseph,0,0,0,0,0,0
Diogo Jota,33,23,3,5,2,0
Stevan Jovetić,32,24,4,1,3,0
Luka Jović,48,33,5,8,2,0
Juanmi,20,13,3,1,3,0
Juanpe,15,14,1,0,0,0
Jubal,19,13,0,2,1,0
Christopher Jullien,19,16,0,2,0,0
Anthony Jung,40,37,1,0,1,0
Eli Junior Kroupi,0,0,0,0,0,0
Lago Junior,1,1,0,0,0,0
Hamed Junior Traorè,20,12,1,0,0,0
Hamed Junior Traorè,26,21,0,0,0,0
Vinicius Júnior,161,103,27,11,17,1
Josip Juranović,30,14,0,2,0,0
James Justin,21,17,2,0,2,0
Filip Jørgensen,0,0,0,0,0,0
Mathias Jørgensen,9,5,0,0,0,0
Ozan Kabak,15,7,1,3,1,3
Issa Kaboré,35,30,3,0,1,0
Abdoul Kader Bamba,3,2,0,0,0,0
Pavel Kadeřábek,38,33,1,0,1,0
Tino Kadewere,12,9,3,0,0,0
Kaiky,1,1,0,0,0,0
Florian Kainz,127,67,6,4,5,1
Gaël Kakuta,0,0,0,0,0,0
Sasa Kalajdzic,0,0,0,0,0,0
Sasa Kalajdzic,9,9,0,0,0,0
Arnaud Kalimuendo,35,24,1,6,3,1
Yayah Kallon,30,24,2,1,3,0
Gedeon Kalulu,41,35,3,1,1,0
Pierre Kalulu,33,28,0,2,0,1
Justin-Noël Kalumba,8,3,0,1,4,0
Daichi Kamada,85,67,5,3,5,1
Waren Kamanzi,11,10,0,1,0,0
Bingourou Kamara,0,0,0,0,0,0
Boubacar Kamara,23,19,1,0,3,0
Jakub Kamiński,69,61,4,1,1,2
Marcin Kamiński,12,11,1,0,0,0
Kevin Kampl,41,39,0,1,0,1
Nordine Kandil,8,3,2,1,1,0
Harry Kane,131,89,13,12,12,3
Lee Kang-in,113,49,12,6,7,2
Wilfried Kanga,34,28,3,1,2,0
N'Golo Kanté,24,22,1,1,0,0
Kenan Karaman,21,15,1,2,3,0
Yann Karamoh,22,17,3,1,1,0
Atakan Karazor,25,21,0,1,1,1
Ayman Kari,7,5,1,0,1,0
Jon Karrikaburu,2,2,0,0,0,0
Rick Karsdorp,16,13,0,0,0,0
Denso Kasius,15,13,2,0,0,0
Thomas Kastanaras,2,1,0,1,0,0
Grigoris Kastanos,36,25,1,1,2,0
Silas Katompa,62,35,13,10,4,0
Moise Kean,31,21,4,5,0,1
Michael Keane,10,8,0,1,1,0
Neeskens Kebano,24,16,0,2,3,1
Kévin Keben Biakolo,3,2,1,0,0,0
Thilo Kehrer,24,17,0,3,0,0
Check Keita,6,6,0,0,0,0
Naby Keïta,12,10,0,2,0,0
Yannik Keitel,11,11,0,0,0,0
Caoimhín Kelleher,0,0,0,0,0,0
Lloyd Kelly,16,13,0,1,1,0
Marc-Oliver Kempf,27,22,1,2,0,1
Kenedy,6,5,0,0,1,0
Jonjoe Kenny,44,34,0,2,1,2
Franck Kessié,21,15,2,4,0,0
Saîf-Eddine Khaoui,74,46,4,5,7,0
Wahbi Khazri,42,21,3,5,4,1
Rani Khedira,34,27,1,0,1,5
Anthony Khelifa,0,0,0,0,0,0
Kiké,33,20,4,2,7,0
Luca Kilian,10,10,0,0,0,0
Max Kilman,23,20,0,2,1,0
Joshua Kimmich,142,82,1,2,1,1
Presnel Kimpembe,2,2,0,0,0,0
Jakub Kiwior,1,1,0,0,0,0
Jakub Kiwior,15,9,0,1,0,2
Simon Kjær,5,4,0,0,0,0
Pascal Klemens,1,1,0,0,0,0
Mateusz Klich,7,7,0,0,0,0
Lukas Klostermann,4,4,0,0,0,0
Justin Kluivert,61,39,5,5,2,2
Ansgar Knauff,24,18,1,0,5,0
Robin Knoche,23,18,0,3,0,0
Gregor Kobel,4,4,0,0,0,0
Robin Koch,15,11,0,2,0,0
Samuel Koeberlé,0,0,0,0,0,0
Rudy Kohon,0,0,0,0,0,0
Dominik Kohr,54,42,2,6,4,0
Koke,70,67,0,2,1,0
Sead Kolašinac,27,24,1,2,0,0
Luca Koleosho,1,0,1,0,0,0
Randal Kolo Muani,105,60,20,12,13,0
Timothée Kolodziejczak,0,0,0,0,0,0
Cheick Konaté,7,3,2,0,1,0
Ibrahima Konaté,17,12,1,2,1,1
Geoffrey Kondogbia,12,10,0,1,1,0
Ibrahima Koné,37,30,2,3,0,2
Kouadio Koné,61,44,5,3,6,3
Youssouf Koné,6,4,0,1,0,1
Ezri Konsa,15,13,0,1,1,0
Teun Koopmeiners,132,85,3,11,2,0
Odilon Kossonou,16,14,0,0,0,1
Filip Kostić,93,67,3,6,0,0
Filip Kostić,1,0,0,0,0,0
Christian Kouamé,83,67,4,5,7,0
Rominigue Kouamé,66,58,5,2,1,0
Tomáš Koubek,4,3,0,0,0,0
Kalidou Koulibaly,21,17,0,2,0,2
Jules Koundé,41,39,0,1,0,0
Boubakar Kouyaté,11,10,0,1,0,0
Cheikhou Kouyaté,10,10,0,0,0,0
Mateo Kovačić,62,53,2,4,0,2
Viktor Kovalenko,12,10,0,0,1,0
Soichiro Kozuki,10,9,0,0,0,0
Emil Krafth,0,0,0,0,0,0
Alex Král,53,45,2,2,3,1
Andrej Kramarić,89,71,3,7,5,0
Christoph Kramer,39,34,2,1,2,0
Tom Krauß,44,37,3,1,2,1
Rasmus Kristensen,35,30,2,1,0,1
Julian Kristoffersen,0,0,0,0,0,0
Raimonds Krollis,1,0,0,0,0,1
Toni Kroos,103,64,0,3,2,1
Rade Krunić,41,35,0,2,2,1
Max Kruse,10,8,1,1,0,0
Lukas Kübler,18,13,0,0,1,0
Takefusa Kubo,96,63,7,5,10,1
Dejan Kulusevski,97,71,15,5,0,1
Sael Kumbedi,24,20,1,1,0,1
Marash Kumbulla,2,2,0,0,0,0
Pierre Kunde,7,5,0,0,1,0
Alou Kuol,0,0,0,0,0,0
Layvin Kurzawa,0,0,0,0,0,0
Khvicha Kvaratskhelia,136,90,20,13,8,2
Grejohn Kyei,53,32,8,7,4,2
Daniel Kyereh,10,9,0,0,1,0
Giorgos Kyriakopoulos,20,13,1,1,1,0
Giorgos Kyriakopoulos,26,21,2,1,1,1
César de la Hoz,18,15,2,1,0,0
Luca de la Torre,35,31,1,1,2,0
Rémy Labeau Lascary,1,1,0,0,0,0
Gaëtan Laborde,76,56,6,6,0,0
Gaëtan Laborde,10,6,1,3,0,0
Alexandre Lacazette,113,78,10,8,13,2
Qazim Laçi,10,4,0,1,1,0
Maxence Lacroix,13,12,0,0,0,0
Alban Lafont,7,6,0,0,0,0
Aïssa Laïdouni,20,9,1,2,8,0
Konrad Laimer,41,34,2,1,1,3
Stefan Lainer,13,11,0,0,1,0
Kenny Lala,40,20,1,1,2,0
Adam Lallana,22,22,0,0,0,0
Vassilis Lambropoulos,5,4,0,1,0,0
Érik Lamela,74,50,5,8,5,0
Mohamed Lamine Bayo,26,13,5,5,2,1
Sam Lammers,28,23,2,2,0,1
Sam Lammers,25,18,3,1,2,0
Tariq Lamptey,14,12,1,0,1,0
Manuel Lanzini,4,3,0,1,0,0
Aymeric Laporte,17,16,0,1,0,0
Julien Laporte,9,8,0,0,0,0
Cyle Larin,33,21,5,5,2,0
Juan Larios,1,1,0,0,0,0
Yasser Larouci,35,23,3,2,5,1
Jordan Larsson,11,9,1,0,0,0
Kevin Lasagna,39,25,5,4,3,2
Jamaal Lascelles,1,0,0,1,0,0
Juanmi Latasa,12,11,0,1,0,0
Toni Lato,28,20,1,0,1,1
Danny Latza,15,6,0,3,2,0
Armand Lauriente,113,78,15,3,4,3
Armand Lauriente,19,13,2,2,2,0
Roméo Lavia,41,31,3,1,3,1
Lázaro,23,15,2,2,3,0
Valentino Lazaro,51,33,2,2,0,0
Marko Lazetić,0,0,0,0,0,0
Darko Lazović,67,46,5,2,0,3
Manuel Lazzari,29,24,1,0,2,1
Théo Le Bris,25,21,2,1,0,0
Julien Le Cardinal,7,4,0,1,1,0
Jérémy Le Douaron,46,26,2,9,6,3
Enzo Le Fée,120,79,5,4,4,1
Vincent Le Goff,38,32,1,1,0,1
Maxime Le Marchand,19,13,2,0,1,2
Robin Le Normand,15,13,0,2,0,0
Rafael Leão,123,80,24,8,8,0
Paolo Lebas,0,0,0,0,0,0
Jean-Louis Leca,0,0,0,0,0,0
Benjamin Lecomte,2,1,0,0,0,0
Benjamin Lecomte,5,5,0,0,0,0
Jeremías Ledesma,10,6,0,0,1,0
Pierre Lees-Melou,56,42,2,6,1,3
Diogo Leite,20,15,0,1,3,1
Maxim Leitsch,5,5,0,0,0,0
Florian Lejeune,20,17,1,2,0,0
Iñigo Lekue,30,24,1,0,1,0
Thomas Lemar,45,33,3,1,1,2
Félix Lemaréchal,12,10,1,0,0,0
Dexter Lembikisa,1,1,0,0,0,0
Mario Lemina,8,6,0,0,0,2
Mario Lemina,12,11,0,0,0,1
Tim Lemperle,7,4,2,1,0,0
Clément Lenglet,23,20,0,0,1,1
Bernd Leno,2,2,0,0,0,0
Christopher Lenz,41,25,1,1,0,0
Donovan Léon,0,0,0,0,0,0
Sergio León,26,17,2,3,2,0
Johann Lepenant,35,26,0,4,3,2
Mehdi Léris,50,40,1,4,3,2
Jefferson Lerma,47,42,0,2,1,0
Benjamin Leroy,5,5,0,0,0,0
Léo Leroy,31,24,1,4,1,1
Alexandre Letellier,0,0,0,0,0,0
Ruan Levine,3,0,1,1,1,0
Robert Lewandowski,91,68,6,12,4,0
Jamie Leweling,10,5,2,2,1,0
Jamal Lewis,0,0,0,0,0,0
Rico Lewis,27,24,0,1,1,0
Keane Lewis-Potter,8,2,2,4,0,0
Dimitri Liénard,56,30,0,1,0,2
Philipp Lienhart,20,16,1,3,0,0
Matthijs de Ligt,25,21,0,4,0,0
Dimitris Limnios,2,1,0,0,0,0
Victor Lindelöf,6,6,0,0,0,0
Jesper Lindstrøm,55,25,8,10,4,1
Karol Linetty,41,32,1,1,2,1
Jesse Lingard,25,18,2,3,1,0
Samuel Lino,99,63,16,7,11,1
Pol Lirola,19,18,1,0,0,0
Mateusz Lis,0,0,0,0,0,0
Marcin Listkowski,1,1,0,0,0,0
Valentino Livramento,0,0,0,0,0,0
Dejan Ljubicic,56,47,2,5,1,0
Javier Llabrés,0,0,0,0,0,0
Diego Llorente,6,5,0,1,0,0
Diego Llorente,4,4,0,0,0,0
Marcos Llorente,60,54,0,2,1,2
Hugo Lloris,5,5,0,0,0,0
Giovani Lo Celso,60,45,2,4,5,0
Stanislav Lobotka,70,58,1,2,5,3
Manuel Locatelli,56,46,2,3,1,1
Luka Lochoshvili,14,10,1,2,0,1
Bradley Locko,21,18,1,0,1,1
Bradley Locko,5,4,0,0,0,0
Renan Lodi,30,22,0,1,1,0
Ruben Loftus-Cheek,36,31,3,1,1,0
Sean Longstaff,62,46,2,7,6,0
Ademola Lookman,87,60,10,5,5,1
Anthony Lopes,1,1,0,0,0,0
Rony Lopes,94,47,8,10,2,0
David López,11,10,0,0,0,1
Diego López,0,0,0,0,0,0
Diego López,21,16,0,4,1,0
Maxime Lopez,73,64,1,2,0,0
Pau López,6,4,0,0,0,0
Unai López,48,35,0,1,2,1
Dion Lopy,36,26,1,3,4,0
Anthony Losilla,41,32,0,4,2,3
Jordan Lotomba,55,44,1,2,2,2
Matteo Lovato,0,0,0,0,0,0
Dejan Lovren,10,6,0,4,0,0
Sandi Lovrić,87,53,4,9,2,1
Jamal Lowe,0,0,0,0,0,0
Anthony Lozano,34,20,7,5,2,0
Hirving Lozano,68,52,7,4,2,3
Pol Lozano,0,0,0,0,0,0
Jean Lucas,5,4,0,1,0,0
Jhon Lucumí,30,25,0,3,1,1
José Luis Gayà,94,70,4,3,4,0
José Luis Morales,29,19,5,4,1,0
José Luis Palomino,9,7,1,1,0,0
Douglas Luiz,96,61,4,1,1,3
Romelu Lukaku,73,59,6,5,3,0
Castello Lukeba,17,17,0,0,0,0
Dodi Lukebakio,85,48,16,2,7,2
Saša Lukić,5,4,0,0,0,1
Saša Lukić,44,35,0,2,3,1
Andriy Lunin,0,0,0,0,0,0
Andrey Lunyov,0,0,0,0,0,0
Sebastiano Luperto,12,10,0,1,0,0
Lyanco,9,6,1,1,0,0
Charalambos Lykogiannis,29,19,1,2,1,0
Youssouf M'Changama,29,19,0,0,5,0
Awer Mabil,2,0,0,0,0,0
Alexis Mac Allister,106,76,9,8,4,2
Deiver Machado,42,26,2,0,8,2
Darwin Machís,20,13,2,2,3,0
James Maddison,138,76,12,7,12,2
Noni Madueke,24,19,4,1,0,0
Pablo Maffeo,62,43,3,1,5,0
Gabriel Magalhães,24,21,0,2,0,1
Lisandro Magallán,9,7,0,1,0,0
Soungoutou Magassa,0,0,0,0,0,0
Giulio Maggiore,14,11,0,2,1,0
Giangiacomo Magnani,13,11,1,1,0,0
Hugo Magnetti,34,29,2,2,0,1
Yohann Magnin,47,39,1,1,2,4
Harry Maguire,5,5,0,0,0,0
Jon Magunacelaya,4,3,0,1,0,0
Riyad Mahrez,116,74,7,10,6,2
Arne Maier,42,25,0,3,3,3
Mike Maignan,3,3,0,0,0,0
Linton Maina,71,54,5,5,1,1
Kobbie Mainoo,2,2,0,0,0,0
Ainsley Maitland-Niles,24,22,1,0,1,0
Jordan Majchrzak,0,0,0,0,0,0
Lovro Majer,79,53,3,6,8,1
Jean-Victor Makengo,13,11,1,0,1,0
Jean-Victor Makengo,24,17,3,1,2,1
Béni Makouana,2,1,0,0,1,0
Nemanja Maksimović,30,25,0,3,1,1
Tyrell Malacia,19,19,0,0,0,0
Lorenzo Malagrida,2,2,0,0,0,0
Daniel Maldini,22,10,5,2,4,0
Youssef Maleh,7,7,0,0,0,0
Youssef Maleh,11,8,0,1,1,0
Donyell Malen,80,50,12,4,5,0
Ruslan Malinovskyi,26,16,1,1,1,0
Ruslan Malinovskyi,57,30,4,6,7,1
Hugo Mallo,50,41,1,3,1,0
Mickael Malsa,1,1,0,0,0,0
Giorgi Mamardashvili,4,1,0,0,0,0
Hianga Mananga Mbock,0,0,0,0,0,0
Gianluca Mancini,37,30,0,4,1,1
Steve Mandanda,5,5,0,0,0,0
Reinildo Mandava,23,21,0,0,1,1
Aïssa Mandi,9,8,0,0,0,0
Rolando Mandragora,87,59,0,6,2,1
Sadio Mané,61,44,4,9,4,0
Orel Mangala,13,11,0,0,2,0
Thomas Mangani,42,16,0,1,1,0
Vito Mannone,0,0,0,0,0,0
Javier Manquillo,1,0,0,0,0,1
Myziane Maolida,3,2,0,1,0,0
Myziane Maolida,1,1,0,0,0,0
Faitout Maouassa,57,39,5,4,2,1
Sekou Mara,12,8,3,0,0,1
Marcão,0,0,0,0,0,0
Solly March,140,91,19,9,4,2
Agustín Marchesín,2,2,0,0,0,0
Federico Marchetti,0,0,0,0,0,0
Vincent Marchetti,52,43,2,4,3,0
Riccardo Marchizza,8,7,1,0,0,0
Gian Marco Ferrari,21,19,0,0,1,0
Emiliano Marcondes,0,0,0,0,0,0
Óscar de Marcos,75,63,1,1,1,2
Alberto Marí,0,0,0,0,0,0
José Mari,13,10,0,1,0,1
Pablo Marí,14,13,0,0,0,0
José María Giménez,22,18,0,2,1,1
Mariano,1,1,0,0,0,0
Pablo Marín,11,9,2,0,0,0
Răzvan Marin,92,54,2,1,1,0
Diego Mariño,0,0,0,0,0,0
Guillermo Maripán,13,11,0,2,0,0
Marlon,7,6,0,1,0,0
Omar Marmoush,43,26,9,3,4,0
Marquinhos,0,0,0,0,0,0
Marquinhos,19,15,0,3,0,0
Luca Marrone,0,0,0,0,0,0
Eric Martel,30,23,3,3,1,0
Roger Martí,13,10,0,1,1,1
Roger Martí,12,6,1,3,1,1
Anthony Martial,28,22,1,3,1,1
Aarón Martín,59,39,1,1,0,0
Ander Martin,4,3,1,0,0,0
Andrés Martín,6,5,1,0,0,0
Carlos Martín,0,0,0,0,0,0
Iván Martín,34,30,1,1,2,0
Jonas Martin,6,5,0,0,0,0
Gabriel Martinelli,127,89,12,12,4,2
Arnau Martinez,75,65,2,3,5,0
Emiliano Martínez,5,3,0,0,0,0
Iñigo Martínez,13,10,0,3,0,0
Lautaro Martínez,94,65,4,13,9,1
Lisandro Martínez,18,16,0,1,0,1
Lucas Martínez Quarta,28,21,0,4,0,1
Roger Martínez,2,2,0,0,0,0
Gelson Martins,15,11,1,2,1,0
Adam Marušić,35,28,0,1,0,3
Omar Mascarell,42,30,1,0,0,0
Adam Masina,5,5,0,0,0,0
Jordi Masip,4,2,0,0,0,0
Erhan Mašović,18,15,0,2,0,1
Han-Noah Massengo,28,21,1,1,2,3
Yanis Massolin,1,1,0,0,0,0
Jaime Mata,10,8,0,2,0,0
Pape Matar Sarr,4,4,0,0,0,0
Eliot Matazo,11,9,0,0,1,1
Jean-Philippe Mateta,8,3,0,3,2,0
Nemanja Matić,52,46,3,2,0,0
Joël Matip,16,14,0,2,0,0
Henning Matriciani,21,16,1,1,0,1
Chrislain Matsima,0,0,0,0,0,0
Chrislain Matsima,4,3,1,0,0,0
Jean Mattéo Bahoya,4,4,0,0,0,0
Azor Matusiwa,68,64,0,2,1,1
Neal Maupay,18,12,1,2,3,0
Aïman Maurer,13,8,1,1,1,0
Stephy Mavididi,44,22,8,7,5,2
Konstantinos Mavropanos,37,26,2,5,1,1
Christian Mawissa,0,0,0,0,0,0
Philipp Max,31,17,1,2,0,0
Eric Maxim Choupo-Moting,42,33,4,4,0,1
Luís Maximiano,0,0,0,0,0,0
Keke Maximilian Topp,0,0,0,0,0,0
Fernand Mayembo,4,2,0,0,1,1
Borja Mayoral,58,43,4,4,7,0
Ibrahim Maza,1,0,0,0,1,0
Derek Mazou-Sacko,0,0,0,0,0,0
Noussair Mazraoui,33,29,0,2,1,1
Pasquale Mazzocchi,63,43,5,0,2,1
Kevin Mbabu,3,2,1,0,0,0
Noah Mbamba,0,0,0,0,0,0
Kylian Mbappé,143,96,19,15,10,0
Mamadou Mbaye,4,2,0,0,0,2
Chancel Mbemba,36,32,0,3,1,0
Bryan Mbeumo,97,62,7,0,1,0
Jason Mbock,1,0,0,0,0,0
Jean-Manuel Mbom,0,0,0,0,0,0
Nathanael Mbuku,1,1,0,0,0,0
Nathanael Mbuku,1,1,0,0,0,0
James McArthur,0,0,0,0,0,0
Alex McCarthy,1,1,0,0,0,0
John McGinn,80,56,5,3,5,1
Scott McKenna,10,10,0,0,0,0
Weston McKennie,29,25,0,1,0,0
Weston McKennie,18,15,1,2,0,0
Dwight McNeil,108,53,9,6,2,2
Scott McTominay,23,18,1,2,2,0
Gary Medel,23,20,0,0,1,2
Facundo Medina,46,40,0,4,0,0
Fernando Medrano,0,0,0,0,0,0
Ben Mee,33,23,1,7,1,1
Bamo Meïté,6,5,0,1,0,0
Soualiho Meïté,45,38,3,0,1,2
Farid El Melali,12,7,2,0,2,0
Gonzalo Melero,53,45,1,5,1,0
Birger Meling,18,16,0,0,0,0
Memphis,13,8,2,1,2,0
Memphis,8,5,1,0,0,0
Houboulang Mendes,9,6,1,0,0,0
Nuno Mendes,45,39,4,1,0,1
Pedro Mendes,0,0,0,0,0,0
Thiago Mendes,28,26,0,2,0,0
Brais Méndez,98,54,6,3,5,0
Diego Méndez,0,0,0,0,0,0
Antoine Mendy,17,12,0,2,0,1
Arial Mendy,5,3,0,0,2,0
Batista Mendy,40,36,3,1,0,0
Edouard Mendy,0,0,0,0,0,0
Ferland Mendy,28,25,1,0,0,1
Nampalys Mendy,9,5,1,0,1,2
Gideon Mensah,50,42,0,1,1,2
Chris Mepham,8,6,0,2,0,0
Jorge Meré,4,2,0,2,0,0
Alex Meret,1,1,0,0,0,0
Mikel Merino,93,81,1,3,2,5
Quentin Merlin,58,33,3,3,2,0
Yıldırım Mert Çetin,0,0,0,0,0,0
Roque Mesa,40,37,0,1,0,1
Illan Meslier,4,2,0,0,0,0
Lionel Messi,197,128,18,10,9,2
Junior Messias,46,29,5,5,5,1
Amine Messoussa,0,0,0,0,0,0
Thomas Meunier,17,15,0,0,1,0
Alexander Meyer,1,1,0,0,0,0
Sven Michel,13,12,1,0,0,0
Alex Mighten,0,0,0,0,0,0
Tommaso Milanese,2,1,0,0,0,0
Nikola Milenković,24,21,0,3,0,0
Lewis Miley,1,1,0,0,0,0
Arkadiusz Milik,36,20,1,7,3,4
Arkadiusz Milik,0,0,0,0,0,0
Sergej Milinković-Savić,79,67,4,4,2,1
Vanja Milinković-Savić,6,4,0,0,0,0
Éder Militão,22,19,0,0,1,0
Luka Milivojević,3,1,0,1,0,0
Luis Milla,47,22,1,0,3,1
Pere Milla,43,27,3,4,8,1
Enzo Millot,34,21,4,2,3,2
James Milner,36,27,3,2,0,0
Marko Milovanović,1,0,0,1,0,0
Kim Min-jae,37,34,0,1,0,2
Yerry Mina,8,5,0,1,2,0
Takumi Minamino,27,20,0,3,2,1
Tyrone Mings,23,17,0,2,4,0
Óscar Mingueza,24,23,0,1,0,0
Rafa Mir,19,14,0,4,1,0
Aleksei Miranchuk,78,67,1,3,3,1
Juan Miranda,38,30,0,0,1,0
Antonio Mirante,0,0,0,0,0,0
Fabio Miretti,48,31,5,5,2,0
Filippo Missori,0,0,0,0,0,0
Tyrick Mitchell,33,28,2,0,0,2
Kaoru Mitoma,109,78,19,5,4,2
Aleksandar Mitrović,55,26,9,13,6,1
Stefan Mitrović,4,2,0,0,0,0
Maximilian Mittelstädt,23,15,2,2,1,1
Henrikh Mkhitaryan,80,61,2,5,8,4
Anthony Modeste,12,10,0,2,0,0
Luka Modrić,85,75,2,1,1,0
Terem Moffi,51,37,6,6,1,1
Terem Moffi,25,18,6,0,1,0
Mostafa Mohamed,37,22,3,8,4,0
Tobias Mohr,29,17,1,2,1,0
Johan Mojica,13,11,0,0,0,0
Johan Mojica,3,3,0,0,0,0
Clinton Mola,0,0,0,0,0,0
Nahuel Molina,92,83,2,0,1,1
Salvatore Molina,5,5,0,0,0,0
Florent Mollet,49,26,1,4,5,0
Florent Mollet,14,11,0,2,1,0
Jon Moncayola,68,54,0,8,3,0
Monchu,73,42,0,6,4,2
César Montes,10,6,0,3,0,0
Daniele Montevago,7,6,0,1,0,0
Gonzalo Montiel,41,33,1,0,0,1
Lorenzo Montipò,12,5,0,0,0,0
Martín Montoya,7,7,0,0,0,0
Kieffer Moore,18,14,1,0,3,0
Andrew Moran,0,0,0,0,0,0
Álvaro Morata,48,30,6,5,7,0
Jon Morcillo,4,4,0,0,0,0
Alberto Moreno,28,24,1,1,0,0
Álex Moreno,34,31,2,1,0,0
Álex Moreno,20,13,3,2,0,0
Diego Moreno,7,4,2,0,0,0
Gerard Moreno,48,35,6,4,2,1
Marlos Moreno,0,0,0,0,0,0
Tete Morente,53,32,10,3,3,1
Ilaix Moriba,35,28,2,1,2,1
Manu Morlanes,2,2,0,0,0,0
Manu Morlanes,7,6,0,1,0,0
Nikola Moro,49,43,4,1,1,0
Loren Morón,0,0,0,0,0,0
Cristhian Mosquera,1,1,0,0,0,0
Dany Mota,57,42,5,6,4,0
Lebo Mothiba,6,3,1,0,2,0
Youssoufa Moukoko,29,19,7,2,1,0
Steve Mounié,37,24,0,10,1,2
Mason Mount,57,42,2,2,2,0
Lucas Moura,9,6,1,0,1,1
Bevic Moussiti-Oko,18,9,2,3,4,0
João Moutinho,66,49,0,2,1,0
João Moutinho,1,1,0,0,0,0
Samuel Moutoussamy,52,46,2,0,2,2
Divin Mubama,2,1,1,0,0,0
Mykhailo Mudryk,21,13,1,1,3,0
François Mughe,0,0,0,0,0,0
Nordi Mukiele,20,16,1,2,1,0
Mert Müldür,0,0,0,0,0,0
Florian Müller,4,3,0,0,0,0
Thomas Müller,86,74,4,5,0,1
Abdul Mumin,6,4,0,2,0,0
Marshall Munetsi,75,60,3,5,6,1
Iker Muniain,108,65,1,2,9,0
Aihen Muñoz,36,25,5,3,1,0
Álvaro Muñoz,1,1,0,0,0,0
Iker Muñoz,3,2,0,1,0,0
Pablo Muñoz,0,0,0,0,0,0
Luis Muriel,67,43,4,3,2,0
Jeison Murillo,9,6,0,1,1,0
Vedat Muriqi,48,32,2,7,6,1
Jacob Murphy,49,37,4,2,5,1
Nicola Murru,5,3,0,0,0,0
Yunus Musah,47,30,6,2,6,1
Jamal Musiala,120,90,17,8,3,2
Juan Musso,1,1,0,0,0,0
Marlon Mustapha,3,2,1,0,0,0
Yvon Mvogo,0,0,0,0,0,0
Enock Mwepu,7,6,1,0,0,0
Francisco Mwepu,0,0,0,0,0,0
Vitaliy Mykolenko,46,41,0,2,2,0
Joakim Mæhle,81,68,4,1,2,2
Obite N'Dicka,13,12,1,0,0,0
Nathan N'Goumou,3,2,1,0,0,0
Nathan N'Goumou,9,8,0,0,0,0
Stanley N'Soki,15,12,0,1,1,0
Herculano Nabian,0,0,0,0,0,0
Nacho,32,24,5,3,0,0
Nikolas Nartey,9,8,1,0,0,0
Juanjo Narváez,0,0,0,0,0,0
Matija Nastasić,6,4,0,1,0,1
Roberto Navarro,19,10,2,2,1,0
Jesús Navas,60,57,0,0,2,0
Keylor Navas,3,2,0,0,0,0
Michel Ndary Adopo,4,4,0,0,0,0
Youssouf Ndayishimiye,8,6,1,1,0,0
Papa Ndiaga Yade,20,16,1,1,2,0
Wilfred Ndidi,12,12,0,0,0,0
Tanguy Ndombele,20,15,1,1,3,0
Álvaro Negredo,21,13,3,3,1,1
Reiss Nelson,19,13,3,2,1,0
Ilija Nestorovski,7,3,0,2,2,0
Neto,2,2,0,0,0,0
Pedro Neto,41,23,2,4,5,1
Luca Netz,15,12,0,0,1,0
Manuel Neuer,2,1,0,0,0,0
Florian Neuhaus,46,40,1,2,2,1
Rúben Neves,80,55,3,4,3,4
Neymar,105,75,2,6,10,0
Jessic Ngankam,19,10,1,3,4,1
Cyril Ngonge,27,13,4,6,1,0
Moussa Niakhate,9,4,0,0,0,0
Ibrahima Niane,20,12,1,0,6,0
M'Baye Niang,22,14,0,5,3,0
Tanguy Nianzou,10,7,0,1,1,1
Rasmus Nicolaisen,12,11,0,1,0,0
Hans Nicolussi Caviglia,9,7,1,0,0,1
Florian Niederlechner,15,11,1,3,0,0
Florian Niederlechner,18,10,2,2,2,2
Saúl Ñíguez,22,18,0,4,0,0
Dimitris Nikolaou,27,23,0,1,0,0
Fernando Niño,1,1,0,0,0,0
Justin Njinmah,0,0,0,0,0,0
Eddie Nketiah,29,14,6,6,3,0
Christopher Nkunku,98,62,16,10,7,0
Felix Nmecha,50,38,3,3,4,2
Lukas Nmecha,27,15,1,3,7,0
Arnaud Nordin,63,41,3,6,11,1
Riad Nouri,40,22,0,5,2,0
Hugo Novoa,2,2,0,0,0,0
Samuel Ntanda,1,0,1,0,0,0
Randy Ntekja,16,12,3,1,0,0
Randy Ntekja,4,2,0,1,1,0
Alexander Nübel,8,6,0,0,0,0
Matheus Nunes,59,49,4,2,2,0
Darwin Núñez,54,35,4,7,7,0
Unai Núñez,19,16,1,0,0,1
Bram Nuytinck,2,1,0,0,1,0
Bram Nuytinck,6,5,0,0,0,1
Ethan Nwaneri,0,0,0,0,0,0
Gerzino Nyamsi,13,10,1,1,0,0
Ørjan Nyland,2,2,0,0,0,0
M'Bala Nzola,67,52,5,4,6,0
Christian Nørgaard,32,24,1,4,2,0
Lewis O'Brien,21,14,1,1,3,2
Pedro Obiang,11,9,1,1,0,0
Jan Oblak,2,2,0,0,0,0
Brian Ocampo,40,29,5,0,2,0
Lucas Ocampos,30,25,2,0,2,1
Guillermo Ochoa,5,5,0,0,0,0
Wilson Odobert,62,46,6,2,1,3
Álvaro Odriozola,3,2,0,0,1,0
Tim Oermann,0,0,0,0,0,0
Odeluga Offiah,1,1,0,0,0,0
